time,power_mW,current_mA,voltage,led1,led2
2026-02-04T05:11:56.704049+00:00,788.04,218.9,3.6,False,False
2026-02-04T05:12:06.708115+00:00,609.48,167.9,3.63,False,False
2026-02-04T05:12:16.708532+00:00,678.59,183.9,3.69,False,False
2026-02-04T05:12:26.704716+00:00,1007.64,279.9,3.6,False,False
2026-02-04T05:12:36.709008+00:00,823.65,226.9,3.63,False,False
2026-02-04T05:12:46.705068+00:00,1108.44,307.9,3.6,False,False
2026-02-04T05:12:56.709510+00:00,1044.75,283.9,3.68,False,False
2026-02-04T05:13:06.717922+00:00,1028.09,280.9,3.66,False,False
2026-02-04T05:13:16.709848+00:00,671.21,181.9,3.69,False,False
2026-02-04T05:13:26.706926+00:00,658.43,179.9,3.66,False,False
2026-02-04T05:13:36.710263+00:00,722.34,197.9,3.65,False,False
2026-02-04T05:13:46.707239+00:00,644.04,178.9,3.6,False,False
2026-02-04T05:13:56.714696+00:00,856.07,233.9,3.66,False,False
2026-02-04T05:14:06.710831+00:00,700.6,190.9,3.67,False,False
2026-02-04T05:14:16.711294+00:00,685.54,189.9,3.61,False,False
2026-02-04T05:14:26.715237+00:00,660.23,179.9,3.67,False,False
2026-02-04T05:14:36.707446+00:00,936.59,255.9,3.66,False,False
2026-02-04T05:14:46.711289+00:00,653.05,180.9,3.61,False,False
2026-02-04T05:14:56.711789+00:00,631.09,172.9,3.65,False,False
2026-02-04T05:15:06.708084+00:00,1035.71,286.9,3.61,False,False
2026-02-04T05:15:16.712487+00:00,651.24,180.9,3.6,False,False
2026-02-04T05:15:26.724385+00:00,1118.74,309.9,3.61,False,False
2026-02-04T05:15:36.712668+00:00,813.59,222.9,3.65,False,False
2026-02-04T05:15:46.713417+00:00,726.56,196.9,3.69,False,False
2026-02-04T05:15:56.712868+00:00,890.23,243.9,3.65,False,False
2026-02-04T05:16:06.713068+00:00,1012.55,275.9,3.67,False,False
2026-02-04T05:16:16.713364+00:00,740.16,203.9,3.63,False,False
2026-02-04T05:16:26.713377+00:00,592.55,161.9,3.66,False,False
2026-02-04T05:16:36.726256+00:00,1097.63,299.9,3.66,False,False
2026-02-04T05:16:46.717731+00:00,907.31,247.9,3.66,False,False
2026-02-04T05:16:56.718031+00:00,1016.22,276.9,3.67,False,False
2026-02-04T05:17:06.718242+00:00,958.94,264.9,3.62,False,False
2026-02-04T05:17:16.714172+00:00,733.94,198.9,3.69,False,False
2026-02-04T05:17:26.718662+00:00,932.55,256.9,3.63,False,False
2026-02-04T05:17:36.718948+00:00,975.24,270.9,3.6,False,False
2026-02-04T05:17:46.719100+00:00,1105.58,302.9,3.65,False,False
2026-02-04T05:17:56.715319+00:00,912.97,252.9,3.61,False,False
2026-02-04T05:18:06.719443+00:00,971.15,263.9,3.68,False,False
2026-02-04T05:18:16.715594+00:00,1074.94,292.9,3.67,False,False
2026-02-04T05:18:26.715905+00:00,984.28,271.9,3.62,False,False
2026-02-04T05:18:36.716099+00:00,988.55,267.9,3.69,False,False
2026-02-04T05:18:46.732228+00:00,625.72,171.9,3.64,False,False
2026-02-04T05:18:56.720548+00:00,589.32,161.9,3.64,False,False
2026-02-04T05:19:06.728781+00:00,647.62,178.9,3.62,False,False
2026-02-04T05:19:16.720904+00:00,748.31,203.9,3.67,False,False
2026-02-04T05:19:26.717170+00:00,1018.44,282.9,3.6,False,False
2026-02-04T05:19:36.725080+00:00,1110.99,301.9,3.68,False,False
2026-02-04T05:19:46.717334+00:00,667.56,183.9,3.63,False,False
2026-02-04T05:19:56.717529+00:00,725.25,200.9,3.61,False,False
2026-02-04T05:20:06.721823+00:00,920.56,252.9,3.64,False,False
2026-02-04T05:20:16.718536+00:00,810.7,220.9,3.67,False,False
2026-02-04T05:20:26.722105+00:00,633.0,173.9,3.64,False,False
2026-02-04T05:20:36.718892+00:00,702.35,191.9,3.66,False,False
2026-02-04T05:20:46.730404+00:00,946.49,257.9,3.67,False,False
2026-02-04T05:20:56.722920+00:00,715.28,194.9,3.67,False,False
2026-02-04T05:21:06.726928+00:00,884.09,244.9,3.61,False,False
2026-02-04T05:21:16.723136+00:00,796.02,216.9,3.67,False,False
2026-02-04T05:21:26.723575+00:00,1081.55,293.9,3.68,False,False
2026-02-04T05:21:36.723629+00:00,800.36,216.9,3.69,False,False
2026-02-04T05:21:46.723925+00:00,1093.29,297.9,3.67,False,False
2026-02-04T05:21:56.727480+00:00,643.63,174.9,3.68,False,False
2026-02-04T05:22:06.724099+00:00,958.55,261.9,3.66,False,False
2026-02-04T05:22:16.731958+00:00,1130.04,313.9,3.6,False,False
2026-02-04T05:22:26.727886+00:00,1018.07,275.9,3.69,False,False
2026-02-04T05:22:36.728089+00:00,1092.59,296.9,3.68,False,False
2026-02-04T05:22:46.736283+00:00,591.68,163.9,3.61,False,False
2026-02-04T05:22:56.724861+00:00,617.87,167.9,3.68,False,False
2026-02-04T05:23:06.725182+00:00,723.64,199.9,3.62,False,False
2026-02-04T05:23:16.729439+00:00,794.61,218.9,3.63,False,False
2026-02-04T05:23:26.725665+00:00,863.58,237.9,3.63,False,False
2026-02-04T05:23:36.729518+00:00,643.92,176.9,3.64,False,False
2026-02-04T05:23:46.725690+00:00,799.69,217.9,3.67,False,False
2026-02-04T05:23:56.725874+00:00,964.24,264.9,3.64,False,False
2026-02-04T05:24:06.730665+00:00,1055.79,286.9,3.68,False,False
2026-02-04T05:24:16.734228+00:00,1166.69,317.9,3.67,False,False
2026-02-04T05:24:26.730484+00:00,1161.98,314.9,3.69,False,False
2026-02-04T05:24:36.727037+00:00,1052.11,285.9,3.68,False,False
2026-02-04T05:24:46.730975+00:00,947.57,258.9,3.66,False,False
2026-02-04T05:24:56.727377+00:00,847.4,230.9,3.67,False,False
2026-02-04T05:25:06.727392+00:00,930.39,254.9,3.65,False,False
2026-02-04T05:25:16.739700+00:00,643.63,174.9,3.68,False,False
2026-02-04T05:25:26.727882+00:00,709.44,194.9,3.64,False,False
2026-02-04T05:25:36.731618+00:00,818.81,221.9,3.69,False,False
2026-02-04T05:25:46.732060+00:00,781.34,212.9,3.67,False,False
2026-02-04T05:25:56.732170+00:00,1059.6,291.9,3.63,False,False
2026-02-04T05:26:06.736632+00:00,1147.18,316.9,3.62,False,False
2026-02-04T05:26:16.736902+00:00,1067.6,290.9,3.67,False,False
2026-02-04T05:26:26.733024+00:00,1106.2,303.9,3.64,False,False
2026-02-04T05:26:36.741259+00:00,1025.45,277.9,3.69,False,False
2026-02-04T05:26:46.733607+00:00,631.39,174.9,3.61,False,False
2026-02-04T05:26:56.734486+00:00,676.75,183.9,3.68,False,False
2026-02-04T05:27:06.734363+00:00,758.31,208.9,3.63,False,False
2026-02-04T05:27:16.738025+00:00,642.22,177.9,3.61,False,False
2026-02-04T05:27:26.733894+00:00,796.8,218.9,3.64,False,False
2026-02-04T05:27:36.738141+00:00,652.89,177.9,3.67,False,False
2026-02-04T05:27:46.738747+00:00,996.84,276.9,3.6,False,False
2026-02-04T05:27:56.734451+00:00,950.7,261.9,3.63,False,False
2026-02-04T05:28:06.738970+00:00,656.64,179.9,3.65,False,False
2026-02-04T05:28:16.739367+00:00,627.63,172.9,3.63,False,False
2026-02-04T05:28:26.739325+00:00,1123.83,307.9,3.65,False,False
2026-02-04T05:28:36.747789+00:00,647.45,176.9,3.66,False,False
2026-02-04T05:28:46.739527+00:00,902.36,247.9,3.64,False,False
2026-02-04T05:28:56.740097+00:00,962.72,260.9,3.69,False,False
2026-02-04T05:29:06.744021+00:00,815.12,220.9,3.69,False,False
2026-02-04T05:29:16.741102+00:00,1069.08,292.9,3.65,False,False
2026-02-04T05:29:26.744192+00:00,946.04,259.9,3.64,False,False
2026-02-04T05:29:36.740622+00:00,722.62,196.9,3.67,False,False
2026-02-04T05:29:46.740597+00:00,987.0,271.9,3.63,False,False
2026-02-04T05:29:56.740536+00:00,727.64,199.9,3.64,False,False
2026-02-04T05:30:06.738228+00:00,1018.99,276.9,3.68,False,False
2026-02-04T05:30:16.753551+00:00,961.17,261.9,3.67,False,False
2026-02-04T05:30:26.745502+00:00,707.73,193.9,3.65,False,False
2026-02-04T05:30:36.737791+00:00,968.85,266.9,3.63,False,False
2026-02-04T05:30:46.746397+00:00,929.27,253.9,3.66,False,False
2026-02-04T05:30:56.750541+00:00,654.67,177.9,3.68,False,False
2026-02-04T05:31:06.750075+00:00,1015.2,278.9,3.64,False,False
2026-02-04T05:31:16.742573+00:00,702.16,192.9,3.64,False,False
2026-02-04T05:31:26.747082+00:00,843.1,232.9,3.62,False,False
2026-02-04T05:31:36.743158+00:00,929.27,253.9,3.66,False,False
2026-02-04T05:31:46.748009+00:00,1077.11,291.9,3.69,False,False
2026-02-04T05:31:56.744059+00:00,1140.43,309.9,3.68,False,False
2026-02-04T05:32:06.743613+00:00,934.63,258.9,3.61,False,False
2026-02-04T05:32:16.751968+00:00,951.7,262.9,3.62,False,False
2026-02-04T05:32:26.747906+00:00,590.5,160.9,3.67,False,False
2026-02-04T05:32:36.752302+00:00,780.73,213.9,3.65,False,False
2026-02-04T05:32:46.744693+00:00,756.22,208.9,3.62,False,False
2026-02-04T05:32:56.748607+00:00,706.19,191.9,3.68,False,False
2026-02-04T05:33:06.748719+00:00,598.9,165.9,3.61,False,False
2026-02-04T05:33:16.749214+00:00,635.0,175.9,3.61,False,False
2026-02-04T05:33:26.745551+00:00,618.17,168.9,3.66,False,False
2026-02-04T05:33:36.744792+00:00,751.53,205.9,3.65,False,False
2026-02-04T05:33:46.745833+00:00,1001.52,275.9,3.63,False,False
2026-02-04T05:33:56.772904+00:00,919.43,251.9,3.65,False,False
2026-02-04T05:34:06.754055+00:00,604.44,167.9,3.6,False,False
2026-02-04T05:34:16.750177+00:00,603.53,164.9,3.66,False,False
2026-02-04T05:34:26.754205+00:00,714.75,196.9,3.63,False,False
2026-02-04T05:34:36.777938+00:00,903.65,246.9,3.66,False,False
2026-02-04T05:34:46.756349+00:00,871.98,238.9,3.65,False,False
2026-02-04T05:34:56.750934+00:00,662.03,179.9,3.68,False,False
2026-02-04T05:35:06.750876+00:00,941.34,257.9,3.65,False,False
2026-02-04T05:35:16.755191+00:00,588.07,162.9,3.61,False,False
2026-02-04T05:35:26.755590+00:00,734.04,203.9,3.6,False,False
2026-02-04T05:35:36.747384+00:00,893.78,246.9,3.62,False,False
2026-02-04T05:35:46.752413+00:00,1161.98,314.9,3.69,False,False
2026-02-04T05:35:56.748114+00:00,862.08,234.9,3.67,False,False
2026-02-04T05:36:06.747939+00:00,1153.98,317.9,3.63,False,False
2026-02-04T05:36:16.760287+00:00,853.96,235.9,3.62,False,False
2026-02-04T05:36:26.756813+00:00,1097.63,299.9,3.66,False,False
2026-02-04T05:36:36.749002+00:00,734.92,201.9,3.64,False,False
2026-02-04T05:36:46.757141+00:00,1163.02,316.9,3.67,False,False
2026-02-04T05:36:56.753147+00:00,773.64,214.9,3.6,False,False
2026-02-04T05:37:06.757491+00:00,962.72,260.9,3.69,False,False
2026-02-04T05:37:16.757834+00:00,1105.58,302.9,3.65,False,False
2026-02-04T05:37:26.753736+00:00,680.2,187.9,3.62,False,False
2026-02-04T05:37:36.754055+00:00,1066.16,292.9,3.64,False,False
2026-02-04T05:37:46.762242+00:00,981.17,265.9,3.69,False,False
2026-02-04T05:37:56.754287+00:00,906.84,251.9,3.6,False,False
2026-02-04T05:38:06.755596+00:00,581.57,158.9,3.66,False,False
2026-02-04T05:38:16.754481+00:00,969.53,264.9,3.66,False,False
2026-02-04T05:38:26.763070+00:00,802.64,219.9,3.65,False,False
2026-02-04T05:38:36.756375+00:00,921.66,253.9,3.63,False,False
2026-02-04T05:38:46.757165+00:00,626.04,173.9,3.6,False,False
2026-02-04T05:38:56.757326+00:00,1030.9,280.9,3.67,False,False
2026-02-04T05:39:06.757404+00:00,1101.94,301.9,3.65,False,False
2026-02-04T05:39:16.757280+00:00,654.86,180.9,3.62,False,False
2026-02-04T05:39:26.757425+00:00,604.79,163.9,3.69,False,False
2026-02-04T05:39:36.773604+00:00,647.62,178.9,3.62,False,False
2026-02-04T05:39:46.794423+00:00,705.24,195.9,3.6,False,False
2026-02-04T05:39:56.758808+00:00,1119.59,305.9,3.66,False,False
2026-02-04T05:40:06.759250+00:00,1055.24,289.9,3.64,False,False
2026-02-04T05:40:16.762618+00:00,1016.22,276.9,3.67,False,False
2026-02-04T05:40:26.763785+00:00,660.27,182.9,3.61,False,False
2026-02-04T05:40:36.763878+00:00,1100.12,303.9,3.62,False,False
2026-02-04T05:40:46.763344+00:00,870.47,235.9,3.69,False,False
2026-02-04T05:40:56.759576+00:00,642.03,175.9,3.65,False,False
2026-02-04T05:41:06.776397+00:00,800.44,219.9,3.64,False,False
2026-02-04T05:41:16.760521+00:00,771.32,211.9,3.64,False,False
2026-02-04T05:41:26.760317+00:00,645.78,177.9,3.63,False,False
2026-02-04T05:41:36.764179+00:00,817.23,223.9,3.65,False,False
2026-02-04T05:41:46.776695+00:00,874.16,236.9,3.69,False,False
2026-02-04T05:41:56.764963+00:00,1149.88,315.9,3.64,False,False
2026-02-04T05:42:06.761042+00:00,1111.52,307.9,3.61,False,False
2026-02-04T05:42:16.769340+00:00,678.59,183.9,3.69,False,False
2026-02-04T05:42:26.765348+00:00,651.24,180.9,3.6,False,False
2026-02-04T05:42:36.766541+00:00,903.24,250.9,3.6,False,False
2026-02-04T05:42:46.762117+00:00,823.65,226.9,3.63,False,False
2026-02-04T05:42:56.762176+00:00,815.81,222.9,3.66,False,False
2026-02-04T05:43:06.762169+00:00,779.4,215.9,3.61,False,False
2026-02-04T05:43:16.762728+00:00,737.63,199.9,3.69,False,False
2026-02-04T05:43:26.775305+00:00,919.12,253.9,3.62,False,False
2026-02-04T05:43:36.766525+00:00,752.6,207.9,3.62,False,False
2026-02-04T05:43:46.767202+00:00,940.58,254.9,3.69,False,False
2026-02-04T05:43:56.767340+00:00,768.75,208.9,3.68,False,False
2026-02-04T05:44:06.819598+00:00,876.88,240.9,3.64,False,False
2026-02-04T05:44:16.819732+00:00,709.44,194.9,3.64,False,False
2026-02-04T05:44:26.768051+00:00,787.15,213.9,3.68,False,False
2026-02-04T05:44:36.784298+00:00,676.75,183.9,3.68,False,False
2026-02-04T05:44:46.768259+00:00,1013.24,279.9,3.62,False,False
2026-02-04T05:44:56.768453+00:00,957.24,265.9,3.6,False,False
2026-02-04T05:45:06.768537+00:00,738.12,203.9,3.62,False,False
2026-02-04T05:45:16.785106+00:00,1132.2,311.9,3.63,False,False
2026-02-04T05:45:26.769113+00:00,924.47,251.9,3.67,False,False
2026-02-04T05:45:36.798963+00:00,884.16,242.9,3.64,False,False
2026-02-04T05:45:46.770760+00:00,588.07,162.9,3.61,False,False
2026-02-04T05:45:56.770363+00:00,816.59,221.9,3.68,False,False
2026-02-04T05:46:06.774235+00:00,926.99,251.9,3.68,False,False
2026-02-04T05:46:16.774706+00:00,1123.25,306.9,3.66,False,False
2026-02-04T05:46:26.786229+00:00,591.68,163.9,3.61,False,False
2026-02-04T05:46:36.770582+00:00,812.91,220.9,3.68,False,False
2026-02-04T05:46:46.770854+00:00,643.92,176.9,3.64,False,False
2026-02-04T05:46:56.771115+00:00,1020.48,281.9,3.62,False,False
2026-02-04T05:47:06.795021+00:00,807.03,219.9,3.67,False,False
2026-02-04T05:47:16.775133+00:00,653.04,179.9,3.63,False,False
2026-02-04T05:47:26.771892+00:00,856.07,233.9,3.66,False,False
2026-02-04T05:47:36.771752+00:00,974.18,266.9,3.65,False,False
2026-02-04T05:47:46.771562+00:00,937.68,256.9,3.65,False,False
2026-02-04T05:47:56.787714+00:00,961.59,264.9,3.63,False,False
2026-02-04T05:48:06.784167+00:00,1064.69,290.9,3.66,False,False
2026-02-04T05:48:16.772597+00:00,640.44,177.9,3.6,False,False
2026-02-04T05:48:26.788599+00:00,1085.95,295.9,3.67,False,False
2026-02-04T05:48:36.776991+00:00,1033.4,283.9,3.64,False,False
2026-02-04T05:48:46.777245+00:00,1028.09,280.9,3.66,False,False
2026-02-04T05:48:56.777232+00:00,905.75,250.9,3.61,False,False
2026-02-04T05:49:06.777172+00:00,1068.84,296.9,3.6,False,False
2026-02-04T05:49:16.774206+00:00,589.7,162.9,3.62,False,False
2026-02-04T05:49:26.775360+00:00,1022.67,277.9,3.68,False,False
2026-02-04T05:49:36.801965+00:00,1132.7,312.9,3.62,False,False
2026-02-04T05:49:46.790233+00:00,1153.98,317.9,3.63,False,False
2026-02-04T05:49:56.793540+00:00,748.44,207.9,3.6,False,False
2026-02-04T05:50:06.778658+00:00,897.55,243.9,3.68,False,False
2026-02-04T05:50:16.779102+00:00,729.27,200.9,3.63,False,False
2026-02-04T05:50:26.778853+00:00,1081.55,293.9,3.68,False,False
2026-02-04T05:50:36.787282+00:00,1066.86,293.9,3.63,False,False
2026-02-04T05:50:46.779580+00:00,682.18,186.9,3.65,False,False
2026-02-04T05:50:56.779430+00:00,722.62,196.9,3.67,False,False
2026-02-04T05:51:06.835842+00:00,587.7,161.9,3.63,False,False
2026-02-04T05:51:16.780362+00:00,968.04,268.9,3.6,False,False
2026-02-04T05:51:26.798297+00:00,625.72,171.9,3.64,False,False
2026-02-04T05:51:36.780361+00:00,613.11,168.9,3.63,False,False
2026-02-04T05:51:46.785005+00:00,884.09,244.9,3.61,False,False
2026-02-04T05:51:56.780917+00:00,1014.38,274.9,3.69,False,False
2026-02-04T05:52:06.780842+00:00,953.32,261.9,3.64,False,False
2026-02-04T05:52:16.781639+00:00,781.91,211.9,3.69,False,False
2026-02-04T05:52:26.822063+00:00,733.28,200.9,3.65,False,False
2026-02-04T05:52:36.861520+00:00,641.69,173.9,3.69,False,False
2026-02-04T05:52:46.786279+00:00,977.04,269.9,3.62,False,False
2026-02-04T05:52:56.802491+00:00,989.72,271.9,3.64,False,False
2026-02-04T05:53:06.799028+00:00,1021.27,282.9,3.61,False,False
2026-02-04T05:53:16.786855+00:00,937.68,256.9,3.65,False,False
2026-02-04T05:53:26.783134+00:00,1030.56,283.9,3.63,False,False
2026-02-04T05:53:36.783331+00:00,1076.04,298.9,3.6,False,False
2026-02-04T05:53:46.787480+00:00,898.78,244.9,3.67,False,False
2026-02-04T05:53:56.783410+00:00,1014.34,277.9,3.65,False,False
2026-02-04T05:54:06.783855+00:00,949.68,260.9,3.64,False,False
2026-02-04T05:54:16.797003+00:00,1058.88,290.9,3.64,False,False
2026-02-04T05:54:26.788262+00:00,600.84,166.9,3.6,False,False
2026-02-04T05:54:36.800461+00:00,938.03,254.9,3.68,False,False
2026-02-04T05:54:46.788795+00:00,1061.64,294.9,3.6,False,False
2026-02-04T05:54:56.784787+00:00,981.56,271.9,3.61,False,False
2026-02-04T05:55:06.788802+00:00,1126.91,307.9,3.66,False,False
2026-02-04T05:55:16.784706+00:00,859.4,232.9,3.69,False,False
2026-02-04T05:55:26.789068+00:00,913.46,248.9,3.67,False,False
2026-02-04T05:55:36.801493+00:00,898.78,244.9,3.67,False,False
2026-02-04T05:55:46.797678+00:00,910.77,250.9,3.63,False,False
2026-02-04T05:55:56.790003+00:00,965.87,263.9,3.66,False,False
2026-02-04T05:56:06.790266+00:00,759.32,206.9,3.67,False,False
2026-02-04T05:56:16.790175+00:00,1023.3,281.9,3.63,False,False
2026-02-04T05:56:26.798433+00:00,866.04,239.9,3.61,False,False
2026-02-04T05:56:36.831467+00:00,1041.07,282.9,3.68,False,False
2026-02-04T05:56:46.798633+00:00,766.14,209.9,3.65,False,False
2026-02-04T05:56:56.790965+00:00,697.04,188.9,3.69,False,False
2026-02-04T05:57:06.795398+00:00,676.75,183.9,3.68,False,False
2026-02-04T05:57:16.791464+00:00,782.24,214.9,3.64,False,False
2026-02-04T05:57:26.791291+00:00,947.07,260.9,3.63,False,False
2026-02-04T05:57:36.792008+00:00,881.73,242.9,3.63,False,False
2026-02-04T05:57:46.807957+00:00,902.36,247.9,3.64,False,False
2026-02-04T05:57:56.792304+00:00,660.3,181.9,3.63,False,False
2026-02-04T05:58:06.804176+00:00,737.64,204.9,3.6,False,False
2026-02-04T05:58:16.796514+00:00,1122.03,304.9,3.68,False,False
2026-02-04T05:58:26.796598+00:00,672.84,186.9,3.6,False,False
2026-02-04T05:58:36.792646+00:00,790.83,214.9,3.68,False,False
2026-02-04T05:58:46.797153+00:00,1131.14,309.9,3.65,False,False
2026-02-04T05:58:56.797286+00:00,598.59,164.9,3.63,False,False
2026-02-04T05:59:06.798160+00:00,636.47,173.9,3.66,False,False
2026-02-04T05:59:16.802125+00:00,896.33,244.9,3.66,False,False
2026-02-04T05:59:26.805909+00:00,934.63,258.9,3.61,False,False
2026-02-04T05:59:36.798198+00:00,689.59,187.9,3.67,False,False
2026-02-04T05:59:46.794148+00:00,1006.83,278.9,3.61,False,False
2026-02-04T05:59:56.826238+00:00,618.17,168.9,3.66,False,False
2026-02-04T06:00:06.794534+00:00,933.2,252.9,3.69,False,False
2026-02-04T06:00:16.798847+00:00,882.93,241.9,3.65,False,False
2026-02-04T06:00:26.799119+00:00,673.07,182.9,3.68,False,False
2026-02-04T06:00:36.799290+00:00,931.02,257.9,3.61,False,False
2026-02-04T06:00:46.803619+00:00,714.75,196.9,3.63,False,False
2026-02-04T06:00:56.815686+00:00,783.47,212.9,3.68,False,False
2026-02-04T06:01:06.804083+00:00,722.87,195.9,3.69,False,False
2026-02-04T06:01:16.803736+00:00,705.24,195.9,3.6,False,False
2026-02-04T06:01:26.812353+00:00,895.08,245.9,3.64,False,False
2026-02-04T06:01:36.800269+00:00,781.34,212.9,3.67,False,False
2026-02-04T06:01:46.804943+00:00,976.11,268.9,3.63,False,False
2026-02-04T06:01:56.804724+00:00,831.24,230.9,3.6,False,False
2026-02-04T06:02:06.817970+00:00,1114.01,301.9,3.69,False,False
2026-02-04T06:02:16.817355+00:00,951.23,259.9,3.66,False,False
2026-02-04T06:02:26.877184+00:00,796.04,219.9,3.62,False,False
2026-02-04T06:02:36.813533+00:00,575.22,158.9,3.62,False,False
2026-02-04T06:02:46.813685+00:00,1059.47,287.9,3.68,False,False
2026-02-04T06:02:56.818079+00:00,1098.29,300.9,3.65,False,False
2026-02-04T06:03:06.822331+00:00,1048.71,288.9,3.63,False,False
2026-02-04T06:03:16.814654+00:00,838.67,227.9,3.68,False,False
2026-02-04T06:03:26.802389+00:00,1097.63,299.9,3.66,False,False
2026-02-04T06:03:36.803215+00:00,750.35,203.9,3.68,False,False
2026-02-04T06:03:46.807304+00:00,732.47,202.9,3.61,False,False
2026-02-04T06:03:56.803095+00:00,689.34,189.9,3.63,False,False
2026-02-04T06:04:06.803472+00:00,764.96,211.9,3.61,False,False
2026-02-04T06:04:16.816001+00:00,749.48,205.9,3.64,False,False
2026-02-04T06:04:26.807398+00:00,732.47,202.9,3.61,False,False
2026-02-04T06:04:36.808167+00:00,916.58,253.9,3.61,False,False
2026-02-04T06:04:46.811238+00:00,1099.95,298.9,3.68,False,False
2026-02-04T06:04:56.807181+00:00,667.56,183.9,3.63,False,False
2026-02-04T06:05:06.807422+00:00,622.44,172.9,3.6,False,False
2026-02-04T06:05:16.811707+00:00,1110.99,301.9,3.68,False,False
2026-02-04T06:05:26.812071+00:00,918.03,252.9,3.63,False,False
2026-02-04T06:05:36.808158+00:00,1053.06,290.9,3.62,False,False
2026-02-04T06:05:46.820305+00:00,932.04,258.9,3.6,False,False
2026-02-04T06:05:56.808469+00:00,1069.73,289.9,3.69,False,False
2026-02-04T06:06:06.816711+00:00,882.92,243.9,3.62,False,False
2026-02-04T06:06:16.808941+00:00,1084.36,297.9,3.64,False,False
2026-02-04T06:06:26.816256+00:00,635.0,175.9,3.61,False,False
2026-02-04T06:06:36.813749+00:00,649.44,179.9,3.61,False,False
2026-02-04T06:06:46.809380+00:00,1039.89,284.9,3.65,False,False
2026-02-04T06:06:56.809680+00:00,1102.94,298.9,3.69,False,False
2026-02-04T06:07:06.810682+00:00,1143.53,309.9,3.69,False,False
2026-02-04T06:07:16.810191+00:00,969.8,267.9,3.62,False,False
2026-02-04T06:07:26.810523+00:00,1121.84,309.9,3.62,False,False
2026-02-04T06:07:36.810886+00:00,782.87,213.9,3.66,False,False
2026-02-04T06:07:46.814952+00:00,593.72,160.9,3.69,False,False
2026-02-04T06:07:56.811273+00:00,847.4,230.9,3.67,False,False
2026-02-04T06:08:06.811271+00:00,653.05,180.9,3.61,False,False
2026-02-04T06:08:16.815217+00:00,816.39,224.9,3.63,False,False
2026-02-04T06:08:26.815226+00:00,938.24,259.9,3.61,False,False
2026-02-04T06:08:36.815657+00:00,654.77,178.9,3.66,False,False
2026-02-04T06:08:46.811784+00:00,971.64,269.9,3.6,False,False
2026-02-04T06:08:56.828241+00:00,980.66,270.9,3.62,False,False
2026-02-04T06:09:06.824184+00:00,1075.67,293.9,3.66,False,False
2026-02-04T06:09:16.820345+00:00,716.4,197.9,3.62,False,False
2026-02-04T06:09:26.816717+00:00,860.75,233.9,3.68,False,False
2026-02-04T06:09:36.813280+00:00,1137.24,315.9,3.6,False,False
2026-02-04T06:09:46.817041+00:00,946.04,259.9,3.64,False,False
2026-02-04T06:09:56.817286+00:00,906.84,251.9,3.6,False,False
2026-02-04T06:10:06.818057+00:00,1118.98,304.9,3.67,False,False
2026-02-04T06:10:16.826018+00:00,1006.0,277.9,3.62,False,False
2026-02-04T06:10:26.814328+00:00,1050.15,290.9,3.61,False,False
2026-02-04T06:10:36.838221+00:00,1060.98,293.9,3.61,False,False
2026-02-04T06:10:46.827012+00:00,1135.83,312.9,3.63,False,False
2026-02-04T06:10:56.819187+00:00,644.0,177.9,3.62,False,False
2026-02-04T06:11:06.819191+00:00,1096.5,302.9,3.62,False,False
2026-02-04T06:11:16.831257+00:00,865.96,237.9,3.64,False,False
2026-02-04T06:11:26.819947+00:00,771.89,210.9,3.66,False,False
2026-02-04T06:11:36.824035+00:00,1015.2,278.9,3.64,False,False
2026-02-04T06:11:46.819970+00:00,929.27,253.9,3.66,False,False
2026-02-04T06:11:56.820193+00:00,804.08,220.9,3.64,False,False
2026-02-04T06:12:06.820286+00:00,980.51,267.9,3.66,False,False
2026-02-04T06:12:16.828382+00:00,889.01,242.9,3.66,False,False
2026-02-04T06:12:26.820677+00:00,1107.36,305.9,3.62,False,False
2026-02-04T06:12:36.821084+00:00,908.48,248.9,3.65,False,False
2026-02-04T06:12:46.825212+00:00,759.84,209.9,3.62,False,False
2026-02-04T06:12:56.825160+00:00,1045.58,284.9,3.67,False,False
2026-02-04T06:13:06.821860+00:00,706.19,191.9,3.68,False,False
2026-02-04T06:13:16.825699+00:00,770.04,213.9,3.6,False,False
2026-02-04T06:13:26.824748+00:00,948.08,261.9,3.62,False,False
2026-02-04T06:13:36.837226+00:00,733.28,200.9,3.65,False,False
2026-02-04T06:13:46.825098+00:00,995.93,269.9,3.69,False,False
2026-02-04T06:13:56.829185+00:00,880.48,243.9,3.61,False,False
2026-02-04T06:14:06.825520+00:00,618.17,168.9,3.66,False,False
2026-02-04T06:14:16.822092+00:00,1015.31,275.9,3.68,False,False
2026-02-04T06:14:26.825943+00:00,950.04,263.9,3.6,False,False
2026-02-04T06:14:36.826185+00:00,855.71,231.9,3.69,False,False
2026-02-04T06:14:46.826451+00:00,1015.2,278.9,3.64,False,False
2026-02-04T06:14:56.826603+00:00,709.44,194.9,3.64,False,False
2026-02-04T06:15:06.826794+00:00,1108.61,302.9,3.66,False,False
2026-02-04T06:15:16.827007+00:00,651.24,180.9,3.6,False,False
2026-02-04T06:15:26.870950+00:00,1121.31,308.9,3.63,False,False
2026-02-04T06:15:36.829452+00:00,806.04,223.9,3.6,False,False
2026-02-04T06:15:46.831178+00:00,671.24,182.9,3.67,False,False
2026-02-04T06:15:56.827844+00:00,965.87,263.9,3.66,False,False
